Seed,x1,y1,x2,y2,x3,y3,x4,y4,RoomHeight,WindowWidth,WindowHeight,WindowOrientation
118,-5.17057,4.447305,-5.335649,-4.247842,6.650972,-1.509265,2.952099,6.148043,2.637068,0.513278,0.420861,271.087642
119,0.621805,5.029409,-3.0718,4.030588,-3.381234,-3.774765,4.282517,-2.709547,4.786471,0.637707,0.73402,344.868052
120,-1.596552,7.832941,-7.95773,-0.76057,0.595722,-7.971766,7.938742,-0.938249,3.447101,0.697267,0.417469,306.509974
121,4.004634,-4.289502,5.256215,2.609431,-4.684815,3.534038,-2.106525,-5.477177,2.69211,0.930021,0.747888,100.282574
122,-6.707377,-4.519995,6.890281,-4.235952,7.131355,3.816155,1.78645,7.888463,2.497819,0.310166,0.65783,178.803315
123,6.664225,-1.210432,3.051342,6.047012,-6.759254,0.43535,-0.592794,-6.747269,4.061199,0.889558,0.502046,63.535068
124,0.920457,8.841028,-7.456702,-4.838246,-2.004894,-8.659759,7.378414,4.956817,4.200586,0.3079,0.313516,301.483214
125,-3.480894,6.229949,-6.599041,-2.716902,5.754582,-4.220626,6.68311,2.502986,2.968799,0.885807,0.234856,289.214414
126,-6.694871,-2.162663,1.901527,-6.77367,6.70949,2.116872,0.173672,7.033366,4.931137,0.639351,0.53691,208.208585
127,4.105149,2.693331,0.356023,4.896889,-4.905051,0.216213,-1.66282,-4.619665,4.973275,0.872105,0.867328,30.444999
128,2.657261,-7.371807,6.706908,4.052402,-2.451643,7.442716,-7.188315,3.119727,4.819989,0.732383,0.550778,109.518366
129,4.433694,1.801301,0.725333,4.730351,-3.886854,-2.791899,0.901364,-4.699987,2.084796,0.605782,0.395616,38.303448
130,-5.529737,5.254149,-2.050652,-7.347033,3.50351,-6.775654,7.563267,0.990484,3.226214,0.234479,0.721344,254.565599
131,3.722227,-2.664099,3.807956,2.540053,-3.481993,2.971216,-2.482531,-3.845704,4.923745,0.665342,0.627842,90.943758
132,0.56098,9.834738,-7.414393,-6.485641,1.091295,-9.790089,9.85035,0.085875,2.904928,0.749566,0.863584,296.043638
133,6.748157,0.840147,-2.030453,6.490049,-5.630665,-3.813015,5.409593,-4.120652,2.788544,0.231146,0.5708,32.765283
134,-5.29201,0.141199,-2.547572,-4.640601,5.120363,-1.344316,2.743457,4.527554,3.08032,0.884975,0.735212,240.147024
135,2.328715,6.281555,-6.694004,0.266761,-2.935021,-6.022168,6.417514,1.922594,4.750882,0.630706,0.226839,326.31148
136,2.664416,6.979985,-7.467597,0.233035,0.798504,-7.428439,7.140195,-2.199302,2.077404,0.439236,0.645447,326.340186
137,-6.528139,-7.218958,9.214781,3.133329,3.965212,8.888591,-8.779788,4.200627,4.518114,0.576786,0.887075,146.671735
138,6.995705,2.460623,-2.720368,6.898851,-7.367827,-0.842421,2.355875,-7.031672,3.323394,0.755041,0.429506,24.550563
139,3.295671,-5.768578,6.560328,1.048829,-4.100559,5.227175,-5.983397,-2.88737,4.639734,0.92302,0.886722,115.588397
140,-4.050346,-7.810237,8.695606,-1.338482,2.103741,8.542797,-8.793337,0.286927,3.905522,0.879469,0.901564,153.080823
141,-0.905778,6.4797,-6.453788,1.074968,-0.872393,-6.484279,6.513005,-0.622659,2.169349,0.477281,0.542761,315.749476
142,3.867325,1.741107,1.872477,3.805455,-4.053755,-1.246887,1.524346,-3.957781,4.743491,0.4025,0.222473,45.980889
143,-2.249977,7.320786,-6.251241,-4.424735,7.6209,-0.760379,5.994788,4.766425,3.810567,0.490849,0.784952,288.812076
144,7.53249,-5.432187,-2.140316,9.036931,-9.080239,1.948415,-0.572266,-9.269281,2.951004,0.691198,0.557544,56.23672
145,-2.67862,-5.631913,4.557846,-4.256699,4.254125,4.560248,-4.784085,4.000746,2.83462,0.730241,0.855861,169.239852
146,-7.539638,-5.247504,7.612685,-5.14096,2.124187,8.937017,-8.885489,2.330349,3.896556,0.698938,0.46778,179.59713
147,3.703204,-4.891924,5.626037,2.447926,1.095493,6.036931,-6.024883,-1.159927,2.594087,0.379801,0.766097,104.679991
148,0.801034,-6.167807,6.174369,-0.748773,-2.438446,5.721667,-6.040848,-1.480422,2.096512,0.2532,0.515637,134.757395
149,6.428389,5.342158,-6.194624,5.611547,-7.701015,-3.249186,6.395881,-5.381035,3.458886,0.337424,0.908337,1.222571
150,5.091623,1.059105,2.549222,4.532968,-4.564209,2.492856,0.137002,-5.198804,3.803175,0.324303,0.780586,53.800883
151,-2.118339,-4.84155,3.504365,-3.955679,4.876605,2.036342,-4.507279,2.759059,2.500706,0.947702,0.233606,171.046509
152,-6.606895,-4.914403,6.897593,-4.497292,3.652747,7.379693,-8.2332,-0.129766,2.384322,0.270383,0.436625,178.230879
153,-2.417401,-5.350859,4.595448,-3.654775,1.629918,5.640823,-5.750908,-1.184304,3.092035,0.237813,0.200531,166.403884
154,1.301094,-8.028541,6.513902,4.870257,-1.273476,8.032968,-4.425762,-6.823705,3.329874,0.574645,0.34686,112.005173
155,8.053048,-3.906931,2.931595,8.457035,-8.764387,1.816924,-0.979081,-8.897027,2.770749,0.490016,0.342771,67.499485
156,0.396297,-4.338097,3.621922,-2.420293,2.04787,3.844784,-2.301233,3.698711,3.008588,0.593928,0.88092,149.266286
157,0.650465,-7.967015,7.550875,2.623111,-1.504909,7.850584,-5.973142,5.312061,2.919173,0.889575,0.549528,123.087829
158,-0.419793,-4.126604,3.329103,-2.4743,3.91593,1.367691,-1.488383,3.871667,3.236493,0.295307,0.564369,156.214794
159,4.635347,-1.94568,3.867306,3.211862,-3.012792,4.024326,-0.038709,-5.026989,4.916257,0.443837,0.300864,81.529975
160,-5.393605,4.741644,-5.163684,-4.991046,7.039367,-1.421786,6.606241,2.816337,4.81764,0.694866,0.866424,268.646716
161,1.537014,4.615206,-4.358184,2.160735,-1.226645,-4.707216,4.858886,-0.231882,3.62292,0.22036,0.862334,337.395554
162,4.138177,-0.715313,3.421095,2.435629,-4.181899,-0.384576,-1.957798,-3.715267,4.859778,0.893983,0.805023,77.179161
163,5.56528,-4.314391,3.020268,6.361155,-4.096224,5.727762,-6.982567,-0.911084,2.204068,0.819201,0.380751,76.591171
164,3.821871,-9.231419,2.285627,9.726341,-9.653212,2.577072,-7.039387,-7.090333,2.087684,0.6926,0.58377,85.367154
165,6.301822,2.908948,-1.805887,6.701769,-5.670719,-4.002235,0.484075,-6.923916,2.352491,0.373463,0.786789,25.070399
166,9.853493,-0.853026,-8.54412,4.981665,-9.172096,-3.700221,1.458528,-9.782212,3.033235,0.34216,0.239809,17.596109
167,-8.769006,2.660415,-1.222044,-9.081843,8.948693,1.973363,0.920269,9.117367,2.031205,0.784565,0.825045,237.270413
168,5.232097,0.952386,1.357954,5.141774,-5.316669,0.122093,2.907096,-4.453164,3.915801,0.940296,0.935185,47.23885
169,-8.951533,-0.264309,3.542044,-8.225188,8.274802,3.424537,-3.743512,8.135473,3.056239,0.286662,0.349596,212.505201
170,6.794589,-6.123577,-0.543746,9.130662,-8.437711,3.531243,-4.910619,-7.716895,2.860372,0.506806,0.684104,64.309256
171,1.818213,5.706382,-5.023636,3.260641,-2.77844,-5.30556,5.01383,-3.275698,4.637386,0.949104,0.259831,340.329662
172,2.530739,3.699977,-1.941324,4.040511,-1.729463,-4.135629,3.625697,-2.636057,4.963908,0.494751,0.424243,4.354496
173,-7.063146,-4.188992,5.010496,-6.506199,5.76885,5.844319,-6.312451,5.252491,2.502185,0.809489,0.594609,190.864257
174,6.215269,2.516941,-2.564187,6.195926,-3.386616,-5.78752,5.849438,-3.278511,2.023813,0.715258,0.82068,22.735868
175,-8.276605,3.288939,2.635188,-8.507356,8.101357,-3.69964,1.104644,8.837368,4.446756,0.2807,0.797006,227.230602
176,-4.668695,-1.654519,-1.819241,-4.607007,4.759446,-1.371795,-0.751864,4.895799,2.605941,0.742448,0.383838,226.017371
177,-1.233287,6.574025,-6.435947,-1.821369,-3.624336,-5.621654,4.653475,-4.804577,2.055852,0.890978,0.217572,301.786655
178,4.897247,-6.309208,6.483602,4.663908,-3.183358,7.324982,-7.634483,-2.346017,2.373173,0.688528,0.685893,98.22611
179,-4.687628,2.324773,-3.962099,-3.417631,0.192433,-5.228901,1.413266,5.037967,4.391852,0.579187,0.325881,262.799072
180,-8.671338,4.405054,-0.952191,-9.679356,5.584248,-7.963213,7.642585,6.015604,4.718374,0.483015,0.839787,241.274475
181,3.675277,3.581152,-2.236245,4.618606,-1.017296,-5.029654,3.495348,-3.756975,4.159084,0.228746,0.627936,9.953864
182,8.533059,4.453115,-7.867041,5.545537,-3.875899,-8.810263,9.580406,-0.926905,3.680712,0.787276,0.887645,3.810883
183,7.034019,6.692652,-9.07998,3.438455,-7.108361,-6.613638,5.667718,-7.883273,3.183137,0.660676,0.340664,348.582764
184,-1.649296,-4.72791,2.074322,-4.557466,3.634209,3.444683,-4.392691,2.40366,4.26284,0.816407,0.609702,177.379189
185,6.851841,-2.029605,2.726128,6.605698,-6.169242,3.606588,-5.195681,-4.906314,2.244023,0.900631,0.845444,64.462799
186,-4.050067,0.60935,-3.443034,-2.218077,4.022901,-0.768519,0.443674,4.071548,2.50883,0.477509,0.393762,257.882847
187,-3.29416,-2.57268,0.665609,-4.126395,2.842287,3.064568,-3.156151,2.740234,3.82517,0.645489,0.204962,201.423814
188,-1.029959,-8.612,8.623943,-0.92465,4.252032,7.559602,-8.497944,1.735602,4.151692,0.358721,0.62357,141.469879
189,-3.718013,-1.677185,0.057099,-4.078395,3.948973,-1.020872,-1.296183,3.867361,2.159678,0.557931,0.7699,212.458944
190,7.085241,-4.825554,-0.129557,8.571454,-6.755423,5.277393,-8.450988,-1.437852,3.11403,0.366462,0.374906,61.695847
191,3.123708,8.855077,-8.601585,-3.76599,7.147381,-6.089737,9.386399,-0.25585,3.740991,0.283774,0.826237,312.892868
192,-1.167146,4.651103,-4.61303,1.309557,-1.867019,-4.416926,4.33005,-2.0605,3.978829,0.324085,0.317865,315.880697
193,6.572331,-5.283411,2.515849,8.048631,-6.832956,4.941728,-7.705614,-3.425417,4.686542,0.227913,0.935755,73.076795
194,-0.549124,9.026255,-6.732833,-6.036868,1.044417,-8.982428,7.77026,4.625785,3.128233,0.806695,0.631023,292.319117
195,-0.238711,4.66503,-4.460552,1.386708,2.077249,-4.18384,4.448683,1.424324,3.701394,0.257044,0.299631,322.170137
196,-1.065317,-6.726083,6.802797,0.311519,3.565277,5.80206,-6.71758,-1.117682,4.26664,0.699449,0.238852,138.189091
197,4.975742,8.395772,-9.610426,1.699034,-5.662301,-7.948921,8.186391,-5.313192,2.328575,0.276327,0.441871,335.339398
198,-8.66174,4.676488,4.00667,-8.991211,8.810653,-4.389496,4.367456,8.821599,3.644915,0.349009,0.540907,227.172968
199,-7.480376,-0.088777,2.701126,-6.976233,7.047629,-2.508951,2.792034,6.94035,3.971437,0.350076,0.705318,214.077083
200,5.694539,-6.821953,6.501408,6.057929,-4.746936,7.512217,-7.920243,-4.029461,4.979423,0.748568,0.946945,93.584651
201,6.657027,3.185573,-2.823905,6.818317,-6.193681,-4.012756,2.816542,-6.821362,4.11986,0.85362,0.615553,20.964991
202,-6.465581,-1.569331,-0.730722,-6.613062,6.470522,-1.548834,1.16571,6.550394,2.482234,0.346743,0.946593,221.33119
203,1.350833,-8.703483,7.734266,4.213846,2.361537,8.485194,-8.565614,-2.050762,2.002427,0.69307,0.664913,116.297474
204,2.418447,-5.224623,5.703999,0.781007,-0.967531,5.675338,-2.104976,-5.358605,3.064362,0.373932,0.867933,118.682134
205,-2.069029,-9.659076,9.799316,1.245808,7.110733,6.856829,-8.787966,4.511129,4.105589,0.599796,0.779084,137.422549
206,-7.917092,3.035723,-1.772026,-8.291917,5.010199,-6.840604,5.931062,6.059577,3.836885,0.947609,0.324983,241.520868
207,0.692672,8.427492,-8.325319,-1.480365,3.95995,-7.47136,8.005229,2.723736,4.181175,0.481008,0.650711,312.308017
208,2.161377,-4.175822,4.701893,0.035279,-0.948181,4.605431,-4.077423,2.341723,2.082875,0.608711,0.65976,121.102168
209,-2.033795,5.994606,-6.328321,-0.154835,2.123883,-5.963283,6.184036,1.352524,4.99346,0.713763,0.52765,304.928924
210,-6.172013,4.483022,-4.361204,-6.258684,3.237597,-6.907184,5.320563,5.46652,2.691972,0.76551,0.245971,260.431186
