Seed,x1,y1,x2,y2,x3,y3,x4,y4,RoomHeight,WindowWidth,WindowHeight,WindowOrientation
27,-2.645484,-5.072173,5.011715,-2.758303,0.092949,5.719867,-5.440341,1.768675,2.517391,0.547966,0.43342,247.777325
28,1.932378,4.889429,-3.327459,4.070457,-2.52815,-4.60967,5.256277,0.110225,2.283628,0.76811,0.200513,55.181685
29,1.425729,-6.459343,6.433306,1.53896,-0.417294,6.601642,-6.234317,2.211132,2.212843,0.61097,0.249656,228.540585
30,6.68275,-3.356972,4.422105,6.031036,-6.816864,3.075511,-5.164734,-5.40869,2.756356,0.559257,0.71284,170.1751
31,-2.570967,-4.20436,4.581815,-1.814797,2.631881,4.166499,-4.926588,0.123459,3.164495,0.688252,0.562691,241.440656
32,3.957306,2.202463,-4.169666,1.767767,-2.869561,-3.503816,4.063772,-1.999217,3.30954,0.49109,0.870561,88.548502
33,-0.119792,5.831245,-5.374675,-2.265091,-1.359981,-5.671703,5.731014,1.083165,3.288706,0.591082,0.856518,39.060218
34,-0.941939,-4.623241,4.50076,1.415897,1.85252,4.339329,-4.698221,-0.43396,2.013537,0.61526,0.293839,228.119285
35,-5.390354,-2.684377,1.555242,-5.817475,5.092875,3.213163,-3.92595,4.566039,2.984309,0.259831,0.479077,281.418702
36,5.724265,2.036118,-2.231667,5.650898,-5.947965,-1.238828,2.927398,-5.323845,2.468518,0.752699,0.701163,110.80734
37,1.864643,-6.797445,6.007446,-3.686834,1.874916,6.794618,-6.984579,0.947526,2.958405,0.414547,0.606445,221.1929
38,-6.079026,1.223525,-5.043343,-3.607805,3.181115,-5.322789,3.459656,5.146101,2.882867,0.385275,0.725482,337.646148
39,-3.982476,-4.281015,5.21028,-2.653336,1.135106,5.735743,-5.442882,2.135941,2.337607,0.25732,0.87721,257.178681
40,5.660074,4.36964,2.218542,6.797667,-7.15022,0.067444,2.685447,-6.627109,3.291006,0.810791,0.767869,105.136304
41,4.173269,4.361255,-4.85506,3.586798,-3.251191,-5.08591,4.902167,-3.522142,2.541604,0.771367,0.658669,84.717462
42,-3.214772,-3.290374,1.362912,-4.393608,3.071938,3.424108,-3.888943,2.457122,2.792187,0.581604,0.713017,263.309886
43,4.354037,3.478757,-3.85977,4.020144,-1.764891,-5.28626,3.263517,-4.517615,2.307841,0.338751,0.364102,97.765912
44,-4.666373,1.078772,3.321391,-3.450673,4.561967,1.458506,-0.481862,4.765143,2.420515,0.250354,0.432815,318.621362
45,-6.106533,2.292568,-2.159797,-6.154745,4.176182,-5.010501,5.034134,4.147663,2.71598,0.764266,0.406489,350.546098
46,-2.277149,4.905698,-5.377584,0.57695,4.79403,-2.50371,4.861623,2.369789,2.746333,0.822082,0.297289,19.556582
47,-5.745939,-0.536812,0.551985,-5.744501,5.335396,-2.199439,-0.772799,5.718982,3.48348,0.632384,0.619087,308.483479
48,-0.090173,-6.421392,6.415377,-0.29214,2.077396,6.076745,-6.283429,1.326998,3.342684,0.237249,0.887199,231.3648
49,6.61591,-1.181414,1.546963,6.5401,-6.625361,-1.127205,-3.560207,-5.700081,2.391619,0.761379,0.206053,156.05656
50,4.102972,5.184135,-3.877718,5.354711,-6.610748,0.08742,2.04978,-6.285542,3.228883,0.20252,0.763955,100.14905
51,3.850973,1.600103,-3.063112,2.829783,-3.015822,-2.880129,3.670106,-1.980062,2.799758,0.890373,0.903143,92.892077
52,-2.405617,5.657967,-6.113774,0.649114,-2.854173,-5.445482,4.373537,-4.321084,2.003514,0.615201,0.628288,55.810224
53,6.114687,-1.830163,1.387096,6.230158,-6.205791,1.492332,-3.16739,-5.541348,2.699407,0.353157,0.844705,158.207346
54,5.741326,4.734323,-5.654536,4.83765,-4.537791,-5.897888,1.779983,-7.225531,2.079687,0.682829,0.233892,108.3259
55,2.280552,-6.968632,6.939216,2.368551,3.846749,6.242217,-6.971947,2.270398,3.107546,0.778673,0.632895,224.958267
56,-4.818261,-4.54819,3.070344,-5.871513,4.034823,5.255652,-3.479275,5.638822,2.595582,0.714056,0.881887,277.488057
57,1.38607,7.143673,-7.262715,0.454114,-5.483847,-4.783375,2.326083,-6.895114,2.327583,0.223624,0.853478,86.169294
58,2.343706,-3.334104,3.072073,2.677978,-2.744189,3.013076,-0.567801,-4.035692,2.287359,0.548471,0.339918,166.451688
59,0.403986,7.455262,-6.164902,4.211665,-1.646876,-7.282303,4.999877,-5.54485,2.53158,0.938894,0.931458,70.530121
60,4.630805,1.951081,-2.101803,4.564372,-0.559753,-4.993771,3.222607,-3.855629,3.094062,0.414582,0.676885,103.631757
61,-4.877869,0.609541,-1.621289,-4.64075,4.452877,-2.082553,-0.202195,4.911645,3.338283,0.413186,0.781308,317.382727
62,-5.924409,0.579974,-4.399413,-4.010007,4.137912,-4.279332,2.59209,5.358737,2.516383,0.695564,0.643012,330.702424
63,5.580712,4.637816,0.57584,7.233401,-6.429207,3.364368,0.381194,-7.246266,3.469782,0.603019,0.270787,113.630315
64,-6.692315,1.689722,-6.474952,-2.391073,4.737242,-5.020038,3.222136,6.104103,2.924522,0.824558,0.229979,335.999116
65,0.045105,6.467406,-5.958215,2.515761,-5.476452,-3.440619,6.18483,-1.891365,2.776976,0.594709,0.849734,53.701793
66,-2.64661,3.891126,-4.691671,-0.36556,4.49303,-1.399319,2.810569,3.774402,2.187326,0.732013,0.512456,1.225316
67,1.595665,3.69673,-3.95023,0.779518,-1.157942,-3.856311,3.60064,1.802042,2.940894,0.924381,0.533501,43.380049
68,2.449259,5.572082,-5.677717,-2.193282,-1.325813,-5.94047,3.556229,-4.939655,2.91465,0.561205,0.390857,83.988449
69,-5.908763,2.49043,-4.40287,-4.661593,2.246637,-6.005693,5.595418,3.131616,2.590055,0.886899,0.329003,356.809915
70,4.106772,-2.182064,4.529268,1.05485,-4.001481,2.369626,0.121145,-4.648903,2.191,0.666022,0.445205,148.245231
71,1.097542,-6.620334,5.749303,-3.461059,4.065616,5.338931,-6.679922,0.641916,3.071715,0.364507,0.694379,223.037987
72,6.954316,1.070505,-1.767425,6.810631,-6.85087,-1.604392,-1.463614,-6.88232,2.539151,0.427317,0.433244,136.627377
73,-0.998178,7.293774,-6.216169,3.943951,-3.584072,-6.430391,6.980409,-2.338673,2.998194,0.361191,0.37139,50.364936
74,-0.378906,4.760754,-4.770983,0.214638,1.892406,-4.384877,4.186059,2.298968,2.923147,0.298598,0.566763,28.337011
75,5.110055,2.058578,2.525013,4.896398,-5.483475,0.530949,3.011782,-4.61298,2.83599,0.302577,0.765862,107.458903
76,4.137552,-1.559965,1.472751,4.169393,-3.987603,1.910982,0.277001,-4.413174,2.377887,0.816659,0.525954,143.533089
77,5.019936,5.554882,-4.804431,5.742291,-6.670733,-3.399674,2.168162,-7.166278,2.230341,0.290288,0.787529,102.635417
78,-5.770677,-3.611476,6.787253,-0.525989,5.505151,4.004596,0.217853,6.804117,2.793313,0.385417,0.808573,299.897102
79,-4.488587,-2.305213,3.937788,-3.155194,1.984596,4.639267,-3.99521,3.082162,2.394258,0.61996,0.829477,275.232566
80,3.122833,-3.392743,4.610497,-0.078173,-4.204418,1.893584,-1.482349,-4.366398,2.980448,0.390111,0.341051,168.061997
81,-0.060657,4.936319,-4.74976,-1.345626,-2.508843,-4.251663,4.624836,1.726794,3.040927,0.811102,0.279198,34.410834
82,0.507798,4.226816,-3.201828,-2.805731,3.038458,-2.981879,3.2416,2.759685,3.409421,0.810932,0.755663,28.220819
83,4.519662,2.642027,-3.65039,3.75264,-3.78148,-3.620507,3.228945,-4.120871,2.806224,0.680529,0.252754,100.805119
84,5.210639,-1.941996,5.083687,2.253493,-2.728853,4.845149,-1.971595,-5.199511,2.672225,0.256222,0.940901,155.603245
85,1.952413,5.553069,-5.820658,0.876607,0.254595,-5.880789,5.23147,-2.698188,2.34763,0.940096,0.224345,68.327083
86,-2.264592,3.826628,-1.348902,-4.23697,3.781082,-2.339846,1.962574,3.989957,2.82978,0.776203,0.831701,357.787305
87,-3.989676,-2.618182,1.062389,-4.652282,4.751403,0.443354,-4.01535,2.578635,2.763057,0.447194,0.212385,269.716953
88,-4.260052,3.487247,0.314428,-5.496369,5.491471,-0.390747,2.613707,4.845355,2.993698,0.747694,0.316186,348.823523
89,2.095157,-4.617481,5.06797,0.162778,-3.401215,3.760658,-4.086712,-3.0016,3.054121,0.221323,0.57776,194.648812
90,1.765085,4.020727,-4.348414,0.610787,-2.418854,-3.664821,4.184875,1.329882,2.833455,0.771872,0.503507,48.035967
91,-4.73389,0.666701,0.912633,-4.692686,4.728802,-0.701881,-1.141683,4.64228,2.361902,0.383738,0.68591,312.099963
92,4.073579,1.514013,-3.47404,2.611001,-2.662617,-3.434641,3.929905,-1.855298,2.740123,0.249186,0.754947,92.441729
93,4.296559,4.307739,-4.689623,3.876141,-5.984735,-1.095435,4.121475,-4.475543,2.341068,0.579028,0.775851,91.141975
94,2.55219,4.764125,-1.591544,5.165032,-3.343664,-4.246231,4.797323,-2.489228,2.90404,0.87538,0.597613,72.80112
95,-1.123593,6.967093,-5.281437,4.680734,-5.738119,-4.108143,6.0134,-3.693491,2.830954,0.537397,0.681133,56.198687
96,-5.805714,-4.560389,4.790729,-5.61715,6.16621,4.059718,1.088512,7.301959,2.506359,0.566569,0.61928,300.164537
97,-3.455217,-4.940378,5.595491,-2.24418,4.905634,3.504371,-3.463483,4.934587,3.061104,0.773979,0.901136,269.952043
98,1.153776,5.473703,-5.391194,-1.492533,0.290187,-5.586449,5.580189,-0.392583,2.722963,0.935948,0.770891,52.963582
99,3.614471,2.691861,0.018401,4.506681,0.142734,-4.504458,3.754918,-2.492209,3.239093,0.76169,0.922802,88.448117
100,-1.477422,4.600856,-4.628916,-1.387008,4.18573,-2.414605,3.111905,3.69685,2.198136,0.337383,0.206247,11.143459
101,3.101418,3.670384,-4.707106,-0.966267,-1.081261,-4.682029,4.727656,-0.860107,2.813795,0.535819,0.896359,70.254199
102,5.129735,-0.104123,0.330218,5.120154,-4.747574,1.945654,1.825492,-4.79506,2.4892,0.503331,0.834506,125.160433
103,-2.647662,4.770887,-5.361699,1.011759,0.598716,-5.423377,5.286671,1.350031,2.147232,0.532503,0.414471,23.323094
104,3.797679,-3.285365,4.175324,2.789742,-4.584709,2.048521,-2.103382,-4.5598,2.01706,0.302653,0.284227,167.813161
105,-3.749068,-2.060726,1.429292,-4.032274,4.191024,0.858731,-3.926213,1.699106,3.30266,0.912327,0.611733,267.30251
106,4.46219,-4.035617,5.940031,0.955708,-5.755457,1.752729,-5.168729,-3.079219,2.518531,0.69145,0.369753,185.671162
107,-6.008316,-3.58084,2.108689,-6.669011,6.674603,2.090921,-3.332724,6.149409,2.822292,0.569733,0.225026,285.375018
108,-1.792404,-5.628686,5.740968,1.391442,1.200358,5.78394,-5.710641,1.511092,2.046391,0.395475,0.927655,241.242472
109,5.050102,2.501022,-2.366967,5.114305,-2.35928,-5.117855,2.79414,-4.894019,2.448237,0.562649,0.364355,106.965068
110,-5.199052,-0.131273,4.079791,-3.225318,4.801469,1.998318,-0.395674,5.185636,2.318064,0.428097,0.625929,312.095147
111,5.593614,4.106301,-3.031892,6.241623,-5.499813,-4.231109,2.47298,-6.483409,2.635371,0.565402,0.350311,106.419481
112,3.539537,4.208732,-4.864769,2.564326,-3.21818,-4.459267,5.032631,-2.216838,2.083362,0.297524,0.504188,76.918475
113,-0.986484,-5.740639,5.202298,-2.619959,-0.112659,5.823693,-5.104098,2.80647,3.050798,0.623218,0.834153,244.277315
114,3.489287,-3.204523,2.326923,4.126685,-1.933374,4.325062,-1.787636,-4.387306,2.592694,0.944762,0.689544,167.366394
115,-2.602919,-5.088442,1.092544,-5.61015,3.230018,4.715338,-5.201053,2.369912,3.29502,0.42254,0.642055,250.794101
116,-6.040401,-2.258603,5.7947,-2.830049,6.010307,2.337507,2.219599,6.054842,3.017267,0.426519,0.841155,314.815238
117,5.236519,1.151322,-3.677342,3.901773,-4.405514,-3.055834,3.049465,-4.409925,2.033397,0.843362,0.601247,111.468066
118,4.512111,-1.978489,3.917209,2.98815,-4.658535,1.603627,0.105825,-4.925684,3.195256,0.613512,0.471002,146.222956
119,-0.416522,6.652121,-4.300274,5.092332,-5.683986,-3.480877,6.323001,-2.108047,2.605605,0.943353,0.229022,52.427578
120,6.298703,-3.881181,3.259883,6.641564,-6.094228,4.194949,-6.395354,-3.719767,2.709044,0.555513,0.332824,180.728519
121,-1.138154,5.432958,-4.571279,-3.148942,0.76555,-5.49785,5.279936,1.713097,2.635958,0.808632,0.869822,30.09615
122,-2.49544,5.390838,-3.683872,-4.660198,3.041387,-5.102776,5.888547,0.783181,2.880767,0.325201,0.86163,28.792246
123,2.026284,-4.409889,3.518953,3.342143,-3.729062,3.10597,-2.250553,-4.299763,2.613259,0.542761,0.71702,181.475004
124,-1.208183,-4.67247,4.524504,-1.679448,4.317035,2.15752,-4.822747,-0.181097,2.32196,0.836495,0.394249,231.173609
125,-6.417836,-1.379742,-2.664037,-5.999601,6.491458,0.976365,2.835532,5.920479,3.422905,0.615619,0.868631,321.729178
126,-2.41158,-6.454182,6.201447,-3.002372,2.29914,6.495085,-5.83615,3.662176,2.572544,0.549493,0.448596,251.298114
127,-4.39674,-2.468779,3.14165,-3.944139,4.364101,2.526029,-4.06681,2.98115,3.21582,0.60333,0.890297,273.464368
128,-3.060399,-4.898292,4.313557,-3.840902,2.152186,5.359795,-4.040594,4.127093,3.323142,0.512011,0.339396,263.80173
129,2.128595,-5.543922,5.312618,-2.653693,2.049768,5.573549,-5.614765,-1.934012,3.152158,0.739325,0.34027,204.994664
130,6.385499,-1.262264,5.85385,2.846112,-4.375921,4.818633,-3.561161,-5.448489,2.642942,0.907809,0.540437,157.17536
131,4.958914,4.463461,-5.353831,3.981181,-3.508464,-5.674856,3.480484,-5.69206,3.065001,0.351485,0.835891,98.282871
132,1.833911,5.790837,-3.938013,4.624833,-2.192425,-5.66483,5.886822,-1.497445,2.304801,0.28614,0.609474,60.922179
133,-5.579,2.788485,-6.066788,-1.447405,5.484819,-2.969454,3.980571,4.801661,2.726859,0.216933,0.705646,348.107696
134,-3.494673,-4.109894,5.241165,-1.278341,1.367126,5.21871,-4.5276,2.933395,2.867773,0.573805,0.823056,261.656814
135,-1.272798,6.43798,-6.392693,-1.483602,-4.028195,-5.180853,6.490411,-0.970651,2.59286,0.542627,0.285612,43.661192
136,-5.71813,0.159052,-2.988573,-4.877575,5.103507,-2.583898,0.178264,5.717563,2.733774,0.899499,0.369384,316.689551
137,-3.902503,-5.675976,2.582452,-6.385701,6.863849,-0.577762,1.785379,6.652718,2.060297,0.86832,0.223758,294.766386
138,3.456862,-3.998419,4.604094,2.596068,-3.921671,3.54369,-2.334767,-4.741952,2.395633,0.373128,0.239139,172.684343
139,1.377595,5.2713,-4.064897,3.627806,-0.417563,-5.432311,5.419885,-0.556071,2.034053,0.505144,0.831114,55.251999
140,0.85346,6.971853,-6.50697,2.644707,-1.961392,-6.744485,3.294377,-6.203403,3.496578,0.806953,0.946441,79.504086
141,-3.712248,4.422304,-4.470549,-3.654005,4.49136,-3.628395,2.756907,5.073167,3.400054,0.534316,0.864558,354.254792
142,-6.336029,-0.326078,-0.104657,-6.343551,6.006919,2.041694,-1.025706,6.260952,3.275912,0.344619,0.672906,308.875018
143,6.010225,2.933503,-3.964419,5.386244,-4.922795,-4.527067,3.020659,-5.966897,2.418049,0.471724,0.668112,108.56674
144,-3.690311,4.533591,-3.859216,-4.390706,3.237114,-4.867539,4.870674,3.232395,2.558963,0.828596,0.298405,8.642321
145,1.682973,5.767919,-5.57325,2.245034,-2.056682,-5.645472,4.378866,-4.114222,2.197384,0.664091,0.786396,74.740766
146,-3.459036,5.110655,-6.046016,1.236695,-2.177628,-5.774224,5.745818,2.251511,2.424964,0.857768,0.27019,17.255452
147,5.114478,3.736476,-5.142583,3.697701,-5.040369,-3.83586,3.512596,-5.270751,2.779746,0.693264,0.366361,100.084282
148,2.01369,6.176779,-6.374343,1.255109,-1.641411,-6.285962,5.157717,-3.950381,3.201805,0.433461,0.759054,72.752782
149,-1.086233,5.798328,-4.992391,3.142697,-0.922634,-5.826599,5.857272,0.702053,2.441605,0.558712,0.236117,36.277294
150,-5.869013,-2.722543,-2.558739,-5.942256,6.357569,1.199533,-0.045466,6.469582,3.499666,0.727195,0.697225,302.355754
151,-5.647371,-3.478126,4.995344,-4.363106,2.423621,6.173834,-2.189166,6.260808,3.138086,0.859212,0.698099,289.549475
152,-0.335362,-6.786994,6.422168,-2.220699,1.186099,6.690958,-6.756621,0.723759,2.776506,0.20759,0.635372,229.471485
153,5.822366,1.24039,1.556538,5.745929,-5.308314,2.694496,0.062931,-5.952693,2.91742,0.564462,0.360963,128.683932
154,-3.328277,-6.295114,1.809293,-6.887115,3.845168,5.993377,-3.013768,6.451596,2.642507,0.533284,0.374236,271.413412
155,5.518239,-0.012795,0.819378,5.457082,-5.505801,0.370509,1.320717,-5.357875,2.579279,0.429911,0.230718,128.142745
156,6.684527,-0.141996,0.895877,6.625743,-5.741321,3.426411,-4.814716,-4.639135,2.304366,0.398732,0.835093,158.640462
157,5.427872,-2.165189,5.384501,2.270901,-5.446162,2.118764,-4.13215,-4.132211,2.44528,0.755604,0.560684,168.373369
158,-7.416317,-0.212017,-5.535561,-4.940068,2.647035,-6.931083,5.457379,5.026304,3.000847,0.402711,0.485415,337.858536
159,4.865078,3.793614,-2.908865,5.440496,-4.572868,-4.14118,3.839113,-4.829255,2.311281,0.784776,0.49883,96.785257
160,-2.725105,-3.254659,4.24422,-0.07485,-1.032678,4.117351,-4.202234,0.600194,2.468283,0.823702,0.582461,249.033821
161,5.818225,-1.968864,-2.088757,5.776268,-5.309815,3.087723,-2.274861,-5.705539,2.019982,0.32851,0.438943,155.216664
162,-0.004905,5.897311,-5.489549,-2.154798,-1.656343,-5.659932,5.529725,-2.049499,2.395198,0.485719,0.761279,55.14436
163,-5.761148,2.939792,-1.10064,-6.373523,5.1737,-3.881498,6.168898,1.94368,2.987418,0.296022,0.864206,4.772901
164,6.485124,1.381431,1.707945,6.40688,-4.409249,4.952142,-1.824485,-6.374672,3.024403,0.394401,0.86508,136.973208
165,-3.046695,-6.071887,1.851749,-6.536145,6.777865,-0.459036,-1.292945,6.669217,2.137057,0.229896,0.802353,277.837233
166,-1.424644,6.808709,-5.526838,-4.224002,1.25341,-6.842302,6.427193,-2.660698,2.491839,0.720094,0.803227,50.335179
167,1.018431,6.276531,-5.308516,3.500243,-3.558703,-5.269505,5.60823,-2.996632,2.515278,0.750046,0.280289,63.666665
168,-1.537412,4.159125,-2.992356,-3.272272,2.752538,-3.476419,3.932676,2.048419,2.287207,0.397153,0.300318,21.099775
169,6.566012,-2.680109,1.716705,6.881019,-5.890628,3.949176,-2.856481,-6.491226,3.211759,0.395844,0.775909,157.978142
170,5.568087,3.984558,-2.929202,6.188705,-6.416401,-2.389581,2.554524,-6.352535,2.803337,0.911235,0.252948,106.252934
171,1.17812,-7.323306,7.390977,-0.626293,0.176921,7.415354,-6.867824,2.802102,2.887164,0.425016,0.714056,231.528326
172,5.177189,4.053415,-1.388064,6.427032,-6.446786,1.293215,-1.754479,-6.336818,2.820109,0.23117,0.736168,123.708568
173,-5.158633,-4.706007,4.729344,-5.137246,3.680939,5.933691,-3.942096,5.763495,3.45598,0.945167,0.488514,276.62794
174,-6.085533,-0.819353,0.348575,-6.130542,6.140263,0.047085,1.098695,6.041351,2.689937,0.846619,0.605924,316.319574
175,-5.824212,-0.913591,5.181185,-2.812726,3.425096,4.798418,-0.495629,5.87456,2.281515,0.612009,0.536441,308.131314
176,-2.508026,3.589351,-3.858872,-2.069478,0.185804,-4.374827,2.345865,3.697371,2.290882,0.784641,0.330306,358.72513
177,6.365509,1.849464,-2.587687,6.102795,-6.369839,-1.834497,0.408365,-6.616152,2.194358,0.520691,0.640242,125.133558
178,-3.642717,-2.976757,4.555231,1.174878,0.228048,4.698773,-3.660545,2.954806,3.258318,0.656855,0.660271,269.827792
179,5.676706,-2.633797,4.704524,4.126661,-4.844343,3.961592,-2.860213,-5.566063,2.235025,0.422312,0.561717,161.043399
180,-3.924124,-3.732427,0.278745,-5.408518,5.286324,-1.176664,-2.85808,4.600124,3.282896,0.874482,0.287308,277.290664
181,2.808006,5.954601,-6.571607,0.395169,1.197155,-6.473715,5.476266,-3.654132,2.884663,0.451484,0.891682,74.480504
182,-5.701572,0.673632,1.88883,-5.421625,5.63445,1.102122,2.605932,5.115742,2.241939,0.808356,0.617273,331.866113
183,-4.218217,-4.130835,2.406696,-5.391193,5.868128,0.649786,-3.603847,4.676477,2.070955,0.548554,0.259966,273.9903
184,2.912683,6.889124,-4.669364,5.843012,-3.085587,-6.813435,4.318283,-6.10706,2.626522,0.492182,0.733474,83.827174
185,-5.546521,4.074097,-1.817081,-6.6378,3.645941,-5.836889,5.617303,3.975937,3.366323,0.617432,0.865239,0.503769
186,7.003515,-0.761418,-0.463744,7.029504,-6.18495,3.37274,-4.885932,-5.0751,2.814147,0.35763,0.60323,160.058413
187,0.803673,7.162603,-7.080005,1.349931,-3.571057,-6.260697,2.547811,-6.742213,2.643163,0.551306,0.803386,82.850495
188,-6.291766,0.964749,-5.73812,-2.755184,3.956049,-4.986656,1.744299,6.12164,2.067715,0.908178,0.825498,327.310958
189,2.329155,3.292536,-3.825914,-1.275985,0.436298,-4.009414,3.910124,0.988272,2.318568,0.876999,0.934069,55.545752
190,-6.442285,1.806713,-2.707967,-6.118347,6.645909,-0.77405,3.244634,5.851462,2.650078,0.579169,0.467123,337.337147
191,4.66959,2.021269,-3.840628,3.33769,-4.273982,-2.7611,4.191144,-2.885292,2.396255,0.833977,0.420844,95.569388
192,-3.974216,-4.831554,6.23231,-0.544633,4.80779,4.002932,-3.511529,5.177594,2.904979,0.741139,0.6334,272.646699
193,5.362772,-0.741655,0.471921,5.393205,-5.345616,-0.856601,-0.320269,-5.404331,3.236489,0.801489,0.454288,140.63267
194,-0.834738,4.416191,-4.299337,-1.309671,2.666082,-3.618223,2.757941,3.548704,3.222286,0.783145,0.749601,13.574798
195,-2.561177,6.677835,-7.133944,0.509859,-3.970215,-5.948992,6.580636,-2.80149,2.837434,0.843496,0.928671,46.038383
196,-2.419602,6.091661,-5.881711,-2.892799,0.342459,-6.54565,6.110031,2.372831,3.386639,0.873449,0.344073,23.556695
197,6.705747,0.39496,0.46042,6.701571,-6.471395,1.801133,-1.423711,-6.564761,2.308697,0.708944,0.440245,139.432794
198,-5.742243,-3.789841,1.325495,-6.751246,6.670622,1.684949,0.172816,6.877964,2.137713,0.54444,0.28222,299.007387
199,2.185152,5.628603,-4.85414,-3.590737,-1.408062,-5.871408,4.849905,-3.596454,2.088032,0.901312,0.662513,73.888095
200,4.474774,5.647835,-5.85368,4.201913,-5.480203,-4.67857,4.651392,-5.503289,3.313118,0.870133,0.220367,89.092591
201,-5.953652,2.24658,-2.342209,-5.916684,2.7583,-5.734533,4.345978,4.648179,2.144628,0.572303,0.60066,346.874671
202,-5.722793,-0.703577,5.312206,-2.241839,3.55865,4.536671,-0.121593,5.764598,3.286875,0.865139,0.827722,310.891349
203,6.318087,3.738789,3.229331,6.59304,-7.320461,-0.55463,-0.146913,-7.339971,2.465762,0.904065,0.25665,120.265654
204,3.951329,0.648599,-2.480484,3.143386,-0.076033,-4.003486,3.582456,-1.788768,2.88782,0.644262,0.943923,98.605879
205,3.091725,4.567847,-3.744127,4.050371,-2.858068,-4.717567,5.057566,-2.201141,2.072972,0.447733,0.615712,73.805717
206,-1.088356,4.12459,-1.094058,-4.123081,2.982772,-3.049563,2.492537,3.461794,2.69281,0.575601,0.830351,10.486335
207,-4.674396,1.240944,3.283091,-3.551229,4.463307,1.862474,-0.174728,4.833155,2.568669,0.744085,0.541459,321.398649
208,-2.516662,-6.885484,3.877806,-6.221423,6.823316,2.68064,-2.89154,6.736652,2.753234,0.79923,0.700106,268.423631
209,-1.771045,-6.242373,6.438561,-0.805453,-1.027918,6.406809,-6.243807,1.765983,2.495583,0.406103,0.624979,240.816123
210,1.260565,4.386784,-4.546168,-0.406515,-0.386422,-4.54792,4.045088,2.114274,3.05115,0.803209,0.899205,39.218621
